#Number of Samples: 1
#Total Number of Reads: 228951
#S1	sample_Nanopore_CDC_null_Viral_ref.bracken.kraken2.report.txt
#perc	tot_all	tot_lvl	1_all	1_lvl	lvl_type	taxid	name
0.5682	1301	1301	1301	1301	S	402297	                  Nocardioides daphniae
0.3062	701	701	701	701	S	2483798	                  Nocardioides pantholopis
0.2180	499	499	499	499	S	449461	                  Nocardioides humi
0.0603	138	138	138	138	S	419476	                  Nocardioides marinisabuli
0.0183	42	42	42	42	S	627624	                  Nocardioides panacisoli
0.0153	35	3	35	3	G1	2615069	                  unclassified Nocardioides
0.0066	15	15	15	15	S	2931390	                    Nocardioides sp. W7
0.0017	4	4	4	4	S	2017486	                    Nocardioides sp. S5
0.0013	3	3	3	3	S	110319	                    Nocardioides sp. CF8
0.0009	2	2	2	2	S	2486272	                    Nocardioides sp. WS12
0.0009	2	2	2	2	S	3036374	                    Nocardioides sp. BP30
0.0004	1	1	1	1	S	196162	                    Nocardioides sp. JS614
0.0004	1	1	1	1	S	2714939	                    Nocardioides sp. HDW12B
0.0004	1	1	1	1	S	2884264	                    Nocardioides sp. Kera G14
0.0004	1	1	1	1	S	2996826	                    Nocardioides sp. Arc9.136
0.0004	1	1	1	1	S	3095076	                    Nocardioides sp. HM61
0.0004	1	1	1	1	S	2840457	                    Nocardioides sp. LMS-CY
0.0022	5	5	5	5	S	2760089	                  Nocardioides dongkuii
0.0017	4	4	4	4	S	642780	                  Nocardioides scoriae
0.0013	3	3	3	3	S	2045452	                  Nocardioides houyundeii
0.0013	3	3	3	3	S	2849501	                  Nocardioides panacis
0.0009	2	2	2	2	S	2803858	                  Nocardioides faecalis
0.0009	2	2	2	2	S	2712223	                  Nocardioides anomalus
0.0009	2	2	2	2	S	433659	                  Nocardioides mesophilus
0.0004	1	1	1	1	S	160826	                  Nocardioides aquaticus
0.0004	1	1	1	1	S	1542737	                  Nocardioides marmorisolisilvae
0.0004	1	1	1	1	S	2518370	                  Nocardioides euryhalodurans
0.0004	1	1	1	1	S	2714938	                  Nocardioides piscis
0.0004	1	1	1	1	S	2558918	                  Nocardioides cynanchi
0.0004	1	1	1	1	S	2663857	                  Nocardioides marmotae
0.0293	67	0	67	0	G	116071	                Micropruina
0.0293	67	67	67	67	S	75385	                  Micropruina glycogenica
0.0004	1	0	1	0	G	2040	                Aeromicrobium
0.0004	1	0	1	0	G1	2633570	                  unclassified Aeromicrobium
0.0004	1	1	1	1	S	3009077	                    Aeromicrobium sp. HA
1.0692	2448	0	2448	0	F	31957	              Propionibacteriaceae
0.5302	1214	0	1214	0	G	72763	                Tessaracoccus
0.2800	641	641	641	641	S	2161816	                  Tessaracoccus timonensis
0.1900	435	435	435	435	S	2829499	                  Tessaracoccus palaemonis
0.0559	128	128	128	128	S	1610493	                  Tessaracoccus flavus
0.0044	10	0	10	0	G1	2635419	                  unclassified Tessaracoccus
0.0044	10	10	10	10	S	3041766	                    Tessaracoccus sp. T21
0.4944	1132	0	1132	0	G	29404	                Microlunatus
0.4446	1018	0	1018	0	S	29405	                  Microlunatus phosphovorus
0.4446	1018	1018	1018	1018	S1	1032480	                    Microlunatus phosphovorus NM-1
0.0494	113	113	113	113	S	630515	                  Microlunatus soli
0.0004	1	0	1	0	G1	2619695	                  unclassified Microlunatus
0.0004	1	1	1	1	S	2672569	                    Microlunatus sp. Gsoil 973
0.0428	98	0	98	0	G	1912215	                Acidipropionibacterium
0.0402	92	92	92	92	S	1748	                  Acidipropionibacterium acidipropionici
0.0026	6	6	6	6	S	1749	                  Acidipropionibacterium jensenii
0.0009	2	0	2	0	G	1911549	                Raineyella
0.0009	2	2	2	2	S	2662261	                  Raineyella fluvialis
0.0004	1	0	1	0	G	1912216	                Cutibacterium
0.0004	1	1	1	1	S	33010	                  Cutibacterium avidum
0.0004	1	0	1	0	G	1743	                Propionibacterium
0.0004	1	1	1	1	S	119981	                  Propionibacterium australiense
0.1205	276	0	276	0	F	2726069	              Kribbellaceae
0.1205	276	0	276	0	G	182639	                Kribbella
0.1205	276	0	276	0	S	182640	                  Kribbella flavida
0.1205	276	276	276	276	S1	479435	                    Kribbella flavida DSM 17836
0.0153	35	0	35	0	F	2805400	              Actinopolymorphaceae
0.0153	35	0	35	0	G	117156	                Actinopolymorpha
0.0153	35	35	35	35	S	117157	                  Actinopolymorpha singaporensis
0.7609	1742	0	1742	0	O	2495578	            Sporichthyales
0.7609	1742	0	1742	0	F	85033	              Sporichthyaceae
0.7609	1742	0	1742	0	G	2078948	                Epidermidibacterium
0.7609	1742	1742	1742	1742	S	1891644	                  Epidermidibacterium keratini
0.5228	1197	0	1197	0	O	85010	            Pseudonocardiales
0.5228	1197	0	1197	0	F	2070	              Pseudonocardiaceae
0.2900	664	0	664	0	G	2071	                Saccharothrix
0.2756	631	631	631	631	S	103733	                  Saccharothrix syringae
0.0144	33	0	33	0	S	103731	                  Saccharothrix espanaensis
0.0144	33	33	33	33	S1	1179773	                    Saccharothrix espanaensis DSM 44229
0.1795	411	4	411	4	G	40566	                Actinosynnema
0.1136	260	0	260	0	S	40567	                  Actinosynnema mirum
0.1136	260	260	260	260	S1	446462	                    Actinosynnema mirum DSM 43827
0.0642	147	147	147	147	S	42197	                  Actinosynnema pretiosum
0.0459	105	0	105	0	G	1847	                Pseudonocardia
0.0459	105	105	105	105	S	37331	                  Pseudonocardia petroleophila
0.0057	13	2	13	2	G	1813	                Amycolatopsis
0.0022	5	0	5	0	G1	2893674	                  Amycolatopsis methanolica group
0.0022	5	0	5	0	S	1814	                    Amycolatopsis methanolica
0.0022	5	5	5	5	S1	1068978	                      Amycolatopsis methanolica 239
0.0013	3	1	3	1	G1	2618356	                  unclassified Amycolatopsis
0.0009	2	2	2	2	S	2975955	                    Amycolatopsis sp. NBC_00345
0.0013	3	3	3	3	S	1448059	                  Amycolatopsis rhabdoformis
0.0004	1	0	1	0	G	65496	                Actinoalloteichus
0.0004	1	1	1	1	S	1470176	                  Actinoalloteichus hoggarensis
0.0004	1	0	1	0	G	402649	                Actinomycetospora
0.0004	1	0	1	0	G1	2636769	                  unclassified Actinomycetospora
0.0004	1	1	1	1	S	2975952	                    Actinomycetospora sp. NBC_00405
0.0004	1	0	1	0	G	674734	                Alloactinosynnema
0.0004	1	0	1	0	G1	2636053	                  unclassified Alloactinosynnema
0.0004	1	1	1	1	S	1653480	                    Alloactinosynnema sp. L-07
0.0004	1	0	1	0	G	1137960	                Allokutzneria
0.0004	1	1	1	1	S	211114	                  Allokutzneria albata
0.5150	1179	0	1179	0	O	2037	            Actinomycetales
0.5150	1179	0	1179	0	F	2049	              Actinomycetaceae
0.5084	1164	0	1164	0	G	1522056	                Flaviflexus
0.5084	1164	1164	1164	1164	S	1282737	                  Flaviflexus salsibiostraticola
0.0066	15	1	15	1	G	1654	                Actinomyces
0.0061	14	14	14	14	S	675090	                  Actinomyces weissii
0.3748	858	0	858	0	O	85004	            Bifidobacteriales
0.3748	858	0	858	0	F	31953	              Bifidobacteriaceae
0.2905	665	3	665	3	G	2701	                Gardnerella
0.2891	662	662	662	662	S	2792978	                  Gardnerella leopoldii
0.0843	193	4	193	4	G	1678	                Bifidobacterium
0.0808	185	163	185	163	S	28026	                  Bifidobacterium pseudocatenulatum
0.0096	22	22	22	22	S1	547043	                    Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
0.0017	4	0	4	0	S	1683	                  Bifidobacterium angulatum
0.0017	4	4	4	4	S1	518635	                    Bifidobacterium angulatum DSM 20098 = JCM 7096
0.2420	554	0	554	0	O	1643684	            Nakamurellales
0.2420	554	0	554	0	F	85031	              Nakamurellaceae
0.2420	554	0	554	0	G	53460	                Nakamurella
0.2420	554	0	554	0	S	53461	                  Nakamurella multipartita
0.2420	554	554	554	554	S1	479431	                    Nakamurella multipartita DSM 44233
0.2175	498	0	498	0	O	85011	            Kitasatosporales
0.2175	498	0	498	0	F	2062	              Streptomycetaceae
0.2162	495	39	495	39	G	1883	                Streptomyces
0.1031	236	236	236	236	S	73044	                  Streptomyces seoulensis
0.0708	162	16	162	16	G1	2593676	                  unclassified Streptomyces
0.0127	29	29	29	29	S	3075198	                    Streptomyces sp. ITFR-16
0.0092	21	21	21	21	S	2975783	                    Streptomyces sp. NBC_00582
0.0079	18	18	18	18	S	2705439	                    Streptomyces sp. S4.7
0.0048	11	11	11	11	S	2900152	                    Streptomyces sp. LX-29
0.0035	8	8	8	8	S	2975700	                    Streptomyces sp. NBC_00285
0.0026	6	6	6	6	S	1848900	                    Streptomyces sp. ST1015
0.0026	6	6	6	6	S	2903862	                    Streptomyces sp. NBC_01429
0.0022	5	5	5	5	S	2742137	                    Streptomyces sp. NA02950
0.0022	5	5	5	5	S	3062685	                    Streptomyces sp. VNUA74
0.0022	5	5	5	5	S	2975749	                    Streptomyces sp. NBC_00459
0.0013	3	3	3	3	S	1460244	                    Streptomyces sp. PCS3-D2
0.0013	3	3	3	3	S	2903867	                    Streptomyces sp. NBC_01439
0.0009	2	2	2	2	S	2975940	                    Streptomyces sp. NBC_01788
0.0009	2	2	2	2	S	2975737	                    Streptomyces sp. NBC_00400
0.0009	2	2	2	2	S	2903832	                    Streptomyces sp. NBC_01343
0.0009	2	2	2	2	S	3033809	                    Streptomyces sp. Alt2
0.0004	1	1	1	1	S	2838850	                    Streptomyces sp. 135
0.0004	1	1	1	1	S	355249	                    Streptomyces sp. Tu6071
0.0004	1	1	1	1	S	2203205	                    Streptomyces sp. WAC 01529
0.0004	1	1	1	1	S	3118085	                    Streptomyces sp. SCSIO 30461
0.0004	1	1	1	1	S	2866715	                    Streptomyces sp. BHT-5-2
0.0004	1	1	1	1	S	2898276	                    Streptomyces sp. MRC013
0.0004	1	1	1	1	S	2903783	                    Streptomyces sp. NBC_01224
0.0004	1	1	1	1	S	2949637	                    Streptomyces sp. Caat 7-52
0.0004	1	1	1	1	S	2720714	                    Streptomyces sp. 891-h
0.0004	1	1	1	1	S	1577075	                    Streptomyces sp. PBH53
0.0004	1	1	1	1	S	2903649	                    Streptomyces sp. NBC_00435
0.0004	1	1	1	1	S	2662065	                    Streptomyces sp. SYP-A7193
0.0004	1	1	1	1	S	1855352	                    Streptomyces sp. TLI_053
0.0004	1	1	1	1	S	3062449	                    Streptomyces sp. VNUA116
0.0004	1	1	1	1	S	3026192	                    Streptomyces sp. SCA4-21
0.0004	1	1	1	1	S	2976008	                    Streptomyces sp. NBC_00223
0.0004	1	1	1	1	S	2791991	                    Streptomyces sp. MUM 178J
0.0004	1	1	1	1	S	2903669	                    Streptomyces sp. NBC_00659
0.0087	20	20	20	20	S	42234	                  Streptomyces acidiscabies
0.0031	7	7	7	7	S	2923272	                  Streptomyces tubbatahanensis
0.0022	5	5	5	5	S	362257	                  Streptomyces vietnamensis
0.0017	4	4	4	4	S	83656	                  Streptomyces tsukubensis
0.0017	4	4	4	4	S	2686304	                  Streptomyces broussonetiae
0.0013	3	0	3	0	G1	629295	                  Streptomyces griseus group
0.0009	2	0	2	0	G2	1482599	                    Streptomyces halstedii subgroup
0.0009	2	2	2	2	S	68212	                      Streptomyces graminofaciens
0.0004	1	0	1	0	G2	1482596	                    Streptomyces griseus subgroup
0.0004	1	0	1	0	S	1911	                      Streptomyces griseus
0.0004	1	1	1	1	S1	67263	                        Streptomyces griseus subsp. griseus
0.0009	2	0	2	0	G1	2838335	                  Streptomyces aurantiacus group
0.0009	2	2	2	2	S	47760	                    Streptomyces aurantiacus
0.0009	2	0	2	0	S	1914	                  Streptomyces lavendulae
0.0009	2	2	2	2	S1	58340	                    Streptomyces lavendulae subsp. lavendulae
0.0009	2	2	2	2	S	2981134	                  Streptomyces cynarae
0.0004	1	1	1	1	S	1901	                  Streptomyces clavuligerus
0.0004	1	1	1	1	S	235987	                  Streptomyces jietaisiensis
0.0004	1	1	1	1	S	1889	                  Streptomyces ambofaciens
0.0004	1	1	1	1	S	1642299	                  Streptomyces alfalfae
0.0004	1	1	1	1	S	80860	                  Streptomyces cyanogenus
0.0004	1	1	1	1	S	54571	                  Streptomyces venezuelae
0.0004	1	1	1	1	S	2548456	                  Streptomyces aquilus
0.0004	1	1	1	1	S	2768066	                  Streptomyces roseirectus
0.0004	1	1	1	1	S	2014920	                  Streptomyces capitiformicae
0.0013	3	0	3	0	G	2995706	                Streptantibioticus
0.0013	3	0	3	0	S	29303	                  Streptantibioticus cattleyicolor
0.0013	3	3	3	3	S1	1003195	                    Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488
0.1673	383	0	383	0	O	85014	            Glycomycetales
0.1673	383	0	383	0	F	85034	              Glycomycetaceae
0.1673	383	0	383	0	G	283810	                Stackebrandtia
0.1673	383	0	383	0	S	283811	                  Stackebrandtia nassauensis
0.1673	383	383	383	383	S1	446470	                    Stackebrandtia nassauensis DSM 44728
0.1219	279	0	279	0	O	85012	            Streptosporangiales
0.1210	277	1	277	1	F	2004	              Streptosporangiaceae
0.1205	276	0	276	0	G	83681	                Nonomuraea
0.1201	275	275	275	275	S	93944	                  Nonomuraea gerenzanensis
0.0004	1	0	1	0	S	1955412	                  [Actinomadura] parvosata
0.0004	1	1	1	1	S1	1909395	                    [Actinomadura] parvosata subsp. kistnae
0.0004	1	0	1	0	F	83676	              Nocardiopsaceae
0.0004	1	0	1	0	G	104204	                Streptomonospora
0.0004	1	1	1	1	S	2498135	                  Streptomonospora litoralis
0.0004	1	0	1	0	F	2012	              Thermomonosporaceae
0.0004	1	0	1	0	G	1988	                Actinomadura
0.0004	1	1	1	1	S	46165	                  Actinomadura verrucosospora
0.0961	220	0	220	0	O	622452	            Kineosporiales
0.0961	220	0	220	0	F	83778	              Kineosporiaceae
0.0961	220	0	220	0	G	33981	                Kineococcus
0.0961	220	0	220	0	S	131568	                  Kineococcus radiotolerans
0.0961	220	220	220	220	S1	266940	                    Kineococcus radiotolerans SRS30216 = ATCC BAA-149
0.0594	136	0	136	0	O	85013	            Frankiales
0.0594	136	0	136	0	F	74712	              Frankiaceae
0.0594	136	0	136	0	G	1854	                Frankia
0.0594	136	0	136	0	S	1859	                  Frankia alni
0.0594	136	136	136	136	S1	326424	                    Frankia alni ACN14a
0.0472	108	0	108	0	O	1217098	            Jiangellales
0.0472	108	0	108	0	F	1217100	              Jiangellaceae
0.0472	108	0	108	0	G	281472	                Jiangella
0.0467	107	107	107	107	S	419479	                  Jiangella alkaliphila
0.0004	1	0	1	0	G1	2624397	                  unclassified Jiangella
0.0004	1	1	1	1	S	1798224	                    Jiangella sp. DSM 45060
0.0384	88	0	88	0	O	85008	            Micromonosporales
0.0384	88	4	88	4	F	28056	              Micromonosporaceae
0.0188	43	0	43	0	G	1865	                Actinoplanes
0.0179	41	0	41	0	S	1866	                  Actinoplanes missouriensis
0.0179	41	41	41	41	S1	512565	                    Actinoplanes missouriensis 431
0.0004	1	1	1	1	G1	2626549	                  unclassified Actinoplanes
0.0004	1	1	1	1	S	122358	                  Actinoplanes ianthinogenes
0.0087	20	0	20	0	G	1873	                Micromonospora
0.0083	19	8	19	8	G1	2617518	                  unclassified Micromonospora
0.0031	7	7	7	7	S	3061627	                    Micromonospora sp. NBRC 110009
0.0004	1	1	1	1	S	2975987	                    Micromonospora sp. NBC_01796
0.0004	1	1	1	1	S	2975986	                    Micromonospora sp. NBC_01740
0.0004	1	1	1	1	S	2975988	                    Micromonospora sp. NBC_01813
0.0004	1	1	1	1	S	2975976	                    Micromonospora sp. NBC_00421
0.0004	1	1	1	1	S	47857	                  Micromonospora echinaurantiaca
0.0052	12	5	12	5	G	35753	                Dactylosporangium
0.0017	4	4	4	4	S	53359	                  Dactylosporangium fulvum
0.0013	3	0	3	0	G1	2621675	                  unclassified Dactylosporangium
0.0013	3	3	3	3	S	2975959	                    Dactylosporangium sp. NBC_01737
0.0031	7	0	7	0	G	907364	                Phytohabitans
0.0031	7	7	7	7	S	624315	                  Phytohabitans suffuscus
0.0004	1	0	1	0	G	338583	                Polymorphospora
0.0004	1	1	1	1	S	338584	                  Polymorphospora rubra
0.0004	1	0	1	0	G	265431	                Solwaraspora
0.0004	1	0	1	0	G1	2627926	                  unclassified Solwaraspora
0.0004	1	1	1	1	S	3016090	                    Solwaraspora sp. WMMD937
0.0087	20	0	20	0	O	414714	            Catenulisporales
0.0087	20	0	20	0	F	414877	              Catenulisporaceae
