Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Caldimonas thermodepolymerans	1	215580	215580	13	0.005658	0.005658	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas
Carnobacterium inhibens	1	147709	147709	13	0.005658	0.005658	cellular organisms;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium
Chitinolyticbacter meiyuanensis	1	682798	682798	13	0.005658	0.005658	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Chitinolyticbacter
Ensifer adhaerens	1	106592	106592	13	0.005658	0.005658	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ensifer
Pristimantibacillus sp.	1	3400422	3400422	13	0.005658	0.005658	cellular organisms;Bacillota;Bacilli;Caryophanales;Paenibacillaceae;Pristimantibacillus (SeqCode)
Pseudomonas fulva	1	47880	47880	13	0.005658	0.005658	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas orientalis	1	76758	76758	13	0.005658	0.005658	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Stutzerimonas chloritidismutans	1	203192	203192	13	0.005658	0.005658	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas
Treponema peruense	1	2787628	2787628	13	0.005658	0.005658	cellular organisms;Spirochaetota;Spirochaetia;Treponematales;Treponemataceae;Treponema
Pseudarthrobacter sp.	7	3418418	3418418;3116482;2931399;3466789;3092262;3418417;3418419	13	0.005658	0.005658	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Pseudarthrobacter
Lysobacter sp.	7	2904252	2904252;2925843;2904253;2290922;2762611;2781021;2820808	13	0.005658	0.005658	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter
Erythrobacter sp.	10	2653850	2653850;2779361;2907154;1042;3425869;3024837;3092109;3466941;3429680;3425947	13	0.005658	0.005658	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter
Acinetobacter bohemicus	1	1435036	1435036	12	0.005223	0.005223	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Archangium violaceum	1	83451	83451	12	0.005223	0.005223	cellular organisms;Myxococcota;Myxococcia;Myxococcales;Archangiaceae;Archangium
Arsenicicoccus sp.	1	1658671	1658671	12	0.005223	0.005223	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Arsenicicoccus
Burkholderia multivorans	1	87883	87883	12	0.005223	0.005223	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Caldimonas brevitalea	1	413882	413882	12	0.005223	0.005223	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas
Isoptericola sp.	1	3024246	3024246	12	0.005223	0.005223	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Isoptericola
Marnyiella aurantia	1	2758037	2758037	12	0.005223	0.005223	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Marnyiella
Microcystis sp.	1	1967666	1967666	12	0.005223	0.005223	cellular organisms;Cyanobacteriota;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis
Parvibaculum lavamentivorans	1	256618	256618	12	0.005223	0.005223	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum
Piscinibacterium candidicorallinum	1	1793872	1793872	12	0.005223	0.005223	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;;Piscinibacterium
Devosia sp.	9	1871048	1871048;1736675;3092104;2499144;2083786;3026161;2928157;2976459;2806348	12	0.005223	0.005223	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia
Austwickia chelonae	1	100225	100225	11	0.004788	0.004788	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermatophilaceae;Austwickia
Elioraea tepida	1	2843330	2843330	11	0.004788	0.004788	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Elioraeaceae;Elioraea
Lactobacillus paragasseri	1	2107999	2107999	11	0.004788	0.004788	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
Marinobacterium aestuarii	1	1821621	1821621	11	0.004788	0.004788	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium
Microbacterium luteum	1	2782167	2782167	11	0.004788	0.004788	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Nitrosomonas eutropha	1	916	916	11	0.004788	0.004788	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas
Pengzhenrongella sicca	1	2819238	2819238	11	0.004788	0.004788	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;;Pengzhenrongella
Pseudoxanthomonas mexicana	1	128785	128785	11	0.004788	0.004788	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas
Thermothelomyces thermophilus	1	78579	78579	11	0.004788	0.004788	cellular organisms;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thermothelomyces
Vreelandella stevensii	1	502821	502821	11	0.004788	0.004788	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Vreelandella
Actinomycetospora sp.	3	3239891	3239891;3477717;3239892	11	0.004788	0.004788	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora
Sphingobium sp.	3	3400272	3400272;3028891;1315974	11	0.004788	0.004788	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingobiaceae;Sphingobium
Bordetella genomosp.	4	1416806	1416806;463024;463040;1416803	11	0.004788	0.004788	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella
Micromonospora sp.	7	3239957	3239957;2975985;3239963;3239968;3457761;2903590;2975988	11	0.004787	0.004788	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora
Rhizobium sp.	9	2028343	2028343;3382192;2613770;3039157;2937885;3465510;2020311;2806346;2962888	11	0.004787	0.004788	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Acinetobacter zhairuonensis	1	2919921	2919921	10	0.004352	0.004352	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Actinomyces sp.	1	2079536	2079536	10	0.004352	0.004352	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces
Allocoprococcus comes	1	410072	410072	10	0.004352	0.004352	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Allocoprococcus
Chryseobacterium carnipullorum	1	1124835	1124835	10	0.004352	0.004352	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Dyella aluminiiresistens	1	3069105	3069105	10	0.004352	0.004352	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella
Gardnerella aggregata	1	3698142	3698142	10	0.004352	0.004352	cellular organisms;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella
Gulosibacter molinativorax	1	256821	256821	10	0.004352	0.004352	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter
Klebsiella electrica	1	1259973	1259973	10	0.004352	0.004352	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
Musicola paradisiaca	1	69223	69223	10	0.004352	0.004352	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Musicola
Mycolicibacterium elephantis	1	81858	81858	10	0.004352	0.004352	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium moriokaense	1	39691	39691	10	0.004352	0.004352	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Oerskovia sp.	1	1179673	1179673	10	0.004352	0.004352	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Oerskovia
Phascolarctobacterium faecium	1	33025	33025	10	0.004352	0.004352	cellular organisms;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium
Rhodomicrobium vannielii	1	1069	1069	10	0.004352	0.004352	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Rhodomicrobium
Tessaracoccus aquimaris	1	1332264	1332264	10	0.004352	0.004352	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Tessaracoccus
Thermochromatium tepidum	1	1050	1050	10	0.004352	0.004352	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thermochromatium
Thioprofundum lithotrophicum	1	571898	571898	10	0.004352	0.004352	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Thioprofundaceae;Thioprofundum
Georgenia sp.	2	3711196	3711196;1497974	10	0.004352	0.004352	cellular organisms;Actinomycetota;Actinomycetes;Allobogoriellales;Allobogoriellaceae;Georgenia
Azospira sp.	2	3394231	3394231;1765049	10	0.004352	0.004352	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira
Berryella intestinalis	1	1531429	1531429	9	0.003917	0.003917	cellular organisms;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Berryella
Bradyrhizobium sediminis	1	2840469	2840469	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
Enterobacter mori	1	539813	539813	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
Kitasatospora purpeofusca	1	67352	67352	9	0.003917	0.003917	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora
Maricaulis maris	1	74318	74318	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Maricaulis
Marinobacterium rhizophilum	1	420402	420402	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium
Microbacterium radiodurans	1	661398	661398	9	0.003917	0.003917	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Mycolicibacterium nivoides	1	2487344	2487344	9	0.003917	0.003917	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Nocardia wallacei	1	480035	480035	9	0.003917	0.003917	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Paenibacillus sophorae	1	1333845	1333845	9	0.003917	0.003917	cellular organisms;Bacillota;Bacilli;Caryophanales;Paenibacillaceae;Paenibacillus
Parabacteroides johnsonii	1	387661	387661	9	0.003917	0.003917	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
Paraburkholderia dioscoreae	1	2604047	2604047	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Purpureocillium takamizusanense	1	2060973	2060973	9	0.003917	0.003917	cellular organisms;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Purpureocillium
Rhodospirillum centenum	1	34018	34018	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum
Roseimaritima ulvae	1	980254	980254	9	0.003917	0.003917	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Roseimaritima
Singulisphaera chitinilytica	1	3411797	3411797	9	0.003917	0.003917	cellular organisms;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Singulisphaera
Sulfitobacter alexandrii	1	1917485	1917485	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sulfitobacter
Tessaracoccus defluvii	1	1285901	1285901	9	0.003917	0.003917	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Tessaracoccus
Leucobacter sp.	2	3439064	3439064;2875729	9	0.003917	0.003917	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter
Selenomonas sp.	2	1884263	1884263;713030	9	0.003917	0.003917	cellular organisms;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas
Methylobacterium sp.	4	3464717	3464717;3681381;3479388;3479387	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium
Leisingera sp.	4	2867014	2867014;2508307;2867013;2867016	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Leisingera
Azoarcus sp.	4	748247	748247;198107;2027405;356837	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus
Curtobacterium sp.	5	2175655	2175655;2175621;3435229;2935040;2862880	9	0.003917	0.003917	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium
Novosphingobium sp.	6	1874826	1874826;3349877;3707512;3127639;3470659;3470652	9	0.003917	0.003917	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
Acetobacterium wieringae	1	52694	52694	8	0.003482	0.003482	cellular organisms;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium
Acidihalobacter yilgarnensis	1	2819280	2819280	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidihalobacter
Acinetobacter gandensis	1	1443941	1443941	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Acinetobacter pittii	1	48296	48296	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Anatilimnocola aggregata	1	2528021	2528021	8	0.003482	0.003482	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Anatilimnocola
Brachybacterium kimchii	1	2942909	2942909	8	0.003482	0.003482	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium
Colletotrichum destructivum	1	34406	34406	8	0.003482	0.003482	cellular organisms;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum
Cupriavidus basilensis	1	68895	68895	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
Dyella caseinilytica	1	1849581	1849581	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella
Epilithonimonas vandammei	1	2487072	2487072	8	0.003482	0.003482	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Epilithonimonas
Gardnerella washingtoni	1	2749050	2749050	8	0.003482	0.003482	cellular organisms;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella
Gemmatirosa kalamazoonensis	1	861299	861299	8	0.003482	0.003482	cellular organisms;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa
Gimesia panareensis	1	2527978	2527978	8	0.003482	0.003482	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia
Gordonibacter urolithinfaciens	1	1335613	1335613	8	0.003482	0.003482	cellular organisms;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Gordonibacter
Jeongeupia wiesaeckerbachi	1	3051218	3051218	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Jeongeupia
Lacipirellula parvula	1	2650471	2650471	8	0.003482	0.003482	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Lacipirellula
Lignipirellula cremea	1	2528010	2528010	8	0.003482	0.003482	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Lignipirellula
Luteibacter pinisoli	1	2589080	2589080	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Luteibacter
Lysobacter soli	1	453783	453783	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter
Microbacterium chionoecetis	1	3153754	3153754	8	0.003482	0.003482	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Nocardioides dongkuii	1	2760089	2760089	8	0.003482	0.003482	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Planctomicrobium mucosum	1	3448126	3448126	8	0.003482	0.003482	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomicrobium
Pseudoduganella armeniaca	1	2072590	2072590	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Pseudoduganella
Pseudomonas poae	1	200451	200451	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas yangonensis	1	2579922	2579922	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Ralstonia pseudosolanacearum	1	1310165	1310165	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
Rubripirellula lacrimiformis	1	1930273	1930273	8	0.003482	0.003482	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rubripirellula
Salmonella bongori	1	54736	54736	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella
Sphingopyxis granuli	1	267128	267128	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingopyxidaceae;Sphingopyxis
Streptomyces canus	1	58343	58343	8	0.003482	0.003482	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Veillonella orientalis	1	2682455	2682455	8	0.003482	0.003482	cellular organisms;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella
Citrobacter sp.	3	2942480	2942480;1703250;2769343	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter
Luteimonas sp.	4	2799325	2799325;3366815;3108176;2925842	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas
Microvirga sp.	3	3273802	3273802;3073270;2082949	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Microvirga
Actinoplanes sp.	5	946334	946334;2836373;3239899;3447453;2975953	8	0.003482	0.003482	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes
Allobosea sp.	5	2015316	2015316;2969621;1792307;3080057;1867715	8	0.003482	0.003482	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Alloboseaceae;Allobosea
Achromobacter insolitus	1	217204	217204	7	0.003047	0.003047	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
