TaxID	Name	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
3476043	Planctopirus sp. SH287	5	0.000157987	0.000158295	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctopirus
2654547	Pseudactinotalea sp. HY158	5	0.000157987	0.000158295	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Pseudactinotalea
2779352	Pseudoflavonifractor gallinarum	5	0.000157987	0.000158295	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Pseudoflavonifractor
183795	Pseudomonas mediterranea	5	0.000157987	0.000158295	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
1929291	Reyranella sp.	5	0.000157987	0.000158295	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae;Reyranella
114197	Selenomonas ruminantium subsp. lactilytica	5	0.000157987	0.000158295	cellular organisms;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas
2592333	Sellimonas caecigallum	5	0.000157987	0.000158295	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas
3120278	Singulisphaera sp. Ch08	5	0.000157987	0.000158295	cellular organisms;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Singulisphaera
336203	Sphingobium fuliginis	5	0.000157987	0.000158295	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingobiaceae;Sphingobium
1675686	Sulfurifustis variabilis	5	0.000157987	0.000158295	cellular organisms;Pseudomonadota;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis
399497	Tessaracoccus flavescens	5	0.000157987	0.000158295	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Tessaracoccus
3110231	Thiobacillus sedimenti	5	0.000157987	0.000158295	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus
379347	Tritonibacter mobilis	5	0.000157987	0.000158295	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Tritonibacter
187327	Acidaminococcus intestini	4	0.00012639	0.000126636	cellular organisms;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus
1389020	Agromyces marinus	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces
83451	Archangium violaceum	4	0.00012639	0.000126636	cellular organisms;Myxococcota;Myxococcia;Myxococcales;Archangiaceae;Archangium
2527968	Aureliella helgolandensis	4	0.00012639	0.000126636	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Aureliella
2954771	Bradyrhizobium sp. Ash2021	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
3101276	Candidatus Poriferisocius sp.	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Candidatus Hopanoidivoransaceae;Candidatus Poriferisocius
1813611	Chryseobacterium cucumeris	4	0.00012639	0.000126636	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
2983606	Chryseobacterium fluminis	4	0.00012639	0.000126636	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
2966625	Chryseobacterium sp. MA9	4	0.00012639	0.000126636	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
878220	Chryseobacterium sp. StRB126	4	0.00012639	0.000126636	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
160825	Comamonas koreensis	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
658457	Ectopseudomonas composti	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Ectopseudomonas
554344	Ectopseudomonas toyotomiensis	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Ectopseudomonas
1112	Erythrobacter neustonensis	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter
996	Flavobacterium columnare	4	0.00012639	0.000126636	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
2749048	Gardnerella sp. DNF00497B	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella
266748	Kaistella antarctica	4	0.00012639	0.000126636	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella
2038776	Kaistella flava (ex Peng et al. 2021)	4	0.00012639	0.000126636	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella
2867013	Leisingera sp. M523	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Leisingera
1484109	Lichenicola cladoniae	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Lichenicola
2589080	Luteibacter pinisoli	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Luteibacter
71433	Mesorhizobium amorphae	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium
2744515	Mesorhizobium sp. 113-1-2	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium
156977	Microbacterium resistens	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
1273	Micrococcus lylae	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus
53462	Mycolicibacterium mageritense	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
187102	Mycolicibacterium pyrenivorans	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
39695	Mycolicibacterium tokaiense	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
916	Nitrosomonas eutropha	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas
2219224	Nonomuraea phyllanthi	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea
93220	Pandoraea pnomenusa	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea
311230	Paraburkholderia terrae	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
531813	Pelagibacterium halotolerans	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Pelagibacterium
2741071	Pendulispora albinea	4	0.00012639	0.000126636	cellular organisms;Myxococcota;Myxococcia;Myxococcales;Pendulisporaceae;Pendulispora
1744	Propionibacterium freudenreichii	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionibacterium
445931	Prosthecobacter fluviatilis	4	0.00012639	0.000126636	cellular organisms;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter
2705472	Pseudomonas sp. MTM4	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
72144	Remersonia thermophila	4	0.00012639	0.000126636	cellular organisms;Ascomycota;Sordariomycetes;Sordariales;;Remersonia
384	Rhizobium leguminosarum	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
3242500	Rhodanobacter sp. BL-MT-08	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter
3412685	Roseateles sp. MS654	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles
83656	Streptomyces tsukubensis	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
2968969	Stutzerimonas frequens	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas
1331911	Thermogutta hypogea	4	0.00012639	0.000126636	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta
3435775	Tundrisphaera macrotermitis	4	0.00012639	0.000126636	cellular organisms;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Tundrisphaera
502821	Vreelandella stevensii	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Vreelandella
2419844	Xanthobacter sp. YC-JY1	4	0.00012639	0.000126636	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Xanthobacter
3064286	[Mycobacterium] burgundiense	4	0.00012639	0.000126636	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
1287737	Achromobacter anxifer	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
3040348	Aequorivita marisscotiae	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita
651	Aeromonas media	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
1858653	Agromyces mangrovi	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces
511	Alcaligenes faecalis	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes
100225	Austwickia chelonae	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermatophilaceae;Austwickia
1531429	Berryella intestinalis	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Berryella
1416806	Bordetella genomosp. 8	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella
1526658	Bosea vaviloviae	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea
2821403	Bradyrhizobium cenepequi	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
83627	Bradyrhizobium commune	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
3049772	Bradyrhizobium sp. NP1	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
115808	Bradyrhizobium sp. ORS 285	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
3051159	Chelatococcus sp. KU-N122	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Chelatococcaceae;Chelatococcus
1241982	Chryseobacterium nakagawai	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
1807141	Chryseobacterium panacisoli	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
2487064	Chryseobacterium sp. G0186	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
2487065	Chryseobacterium sp. G0201	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
3094839	Chryseobacterium sp. HR92	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
2015076	Chryseobacterium sp. T16E-39	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
863575	Citricoccus nitrophenolicus	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Citricoccus
3073268	Citricoccus sp. I39-566	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Citricoccus
1634516	Citromicrobium sp. JL477	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium
92950	Cladosporium sphaerospermum	3	9.47923e-05	9.49769e-05	cellular organisms;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium
1496	Clostridioides difficile	3	9.47923e-05	9.49769e-05	cellular organisms;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridioides
191495	Conexibacter woesei	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter
1501392	Coprobacter secundus	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter
203263	Corynebacterium aquilae	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium
3049799	Corynebacterium breve	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium
1630135	Dermabacter vaginalis	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Dermabacter
2802975	Desulfuromonas versatilis	3	9.47923e-05	9.49769e-05	cellular organisms;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas
1920171	Dyella halodurans	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella
1849580	Dyella nitratireducens	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella
2575699	Elizabethkingia sp. 2-6	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Elizabethkingia
106592	Ensifer adhaerens	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ensifer
299767	Enterobacter ludwigii	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
208479	Enterocloster bolteae	3	9.47923e-05	9.49769e-05	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster
182337	Erwinia billingiae	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia
2182384	Erythrobacter aureus	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter
3429679	Erythrobacter sp. S158	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter
292800	Flavonifractor plautii	3	9.47923e-05	9.49769e-05	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor
1891926	Fuerstiella marisgermanici	3	9.47923e-05	9.49769e-05	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Fuerstiella
2749057	Gardnerella sp. DNF01141	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella
114	Gemmata obscuriglobus	3	9.47923e-05	9.49769e-05	cellular organisms;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Gemmata
122	Gimesia maris	3	9.47923e-05	9.49769e-05	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia
1335613	Gordonibacter urolithinfaciens	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Gordonibacter
256821	Gulosibacter molinativorax	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter
2884875	Haladaptatus halobius	3	9.47923e-05	9.49769e-05	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haladaptataceae;Haladaptatus
699433	Halobellus limi	3	9.47923e-05	9.49769e-05	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haloferacaceae;Halobellus
3417171	Halopseudomonas sp. T1L2	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Halopseudomonas
795665	Hydrogenophaga sp. PBC	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga
72000	Kocuria rhizophila	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria
3419765	Kribbella sp. GL6	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Kribbellaceae;Kribbella
3454462	Lacunimicrobium album	3	9.47923e-05	9.49769e-05	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Lacunimicrobium
3404050	Luteibacter sp. E-22	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Luteibacter
69	Lysobacter enzymogenes	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter
1605891	Marilutibacter maris	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Marilutibacter
168384	Marvinbryantia formatexigens	3	9.47923e-05	9.49769e-05	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia
2066070	Mesorhizobium japonicum	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium
500148	Metarhizium brunneum	3	9.47923e-05	9.49769e-05	cellular organisms;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium
1384459	Methyloceanibacter caenitepidi	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Methyloceanibacter
3050384	Microbacterium albipurpureum	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
661398	Microbacterium radiodurans	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
2493630	Minwuia sp.	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Minwuiales;Minwuiaceae;Minwuia
2929803	Mucilaginibacter sp. SMC90	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter
3023370	Mycobacterium antarcticum	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
1768	Mycobacterium kansasii	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
120959	Mycobacterium kubicae	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
3383487	Mycobacterium sp. HUMS_1102779	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
1800	Mycolicibacterium chubuense	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
28047	Mycolicibacterium confluentis	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
81858	Mycolicibacterium elephantis	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
39691	Mycolicibacterium moriokaense	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
1807	Mycolicibacterium obuense	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
2908837	Mycolicibacterium sp. YH-1	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
3458247	Nitratireductor sp. J20-h4	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Nitratireductor
2849501	Nocardioides panacis	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
1774216	Nocardioides rotundus	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
3044187	Nocardioides sp. QY071	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
3109595	Novosphingobium sp. RL4	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
2979324	Paenarthrobacter sp. JL.01a	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Paenarthrobacter
1473598	Paludibaculum fermentans	3	9.47923e-05	9.49769e-05	cellular organisms;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;Paludibaculum
1076550	Pantoea rwandensis	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea
3138066	Paracoccus sp. ME4	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
538382	Pelagerythrobacter marinus	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Pelagerythrobacter
38293	Photobacterium damselae	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
1636152	Planctomyces sp. SH-PL62	3	9.47923e-05	9.49769e-05	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces
1904463	Poseidonibacter lekithochrous	3	9.47923e-05	9.49769e-05	cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Poseidonibacter
28132	Prevotella melaninogenica	3	9.47923e-05	9.49769e-05	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
3053610	Pseudoblastomonas flavescens	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Pseudoblastomonas
2842350	Pseudomonas azerbaijanorientalis	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
1163398	Pseudomonas donghuensis	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
76758	Pseudomonas orientalis	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
225971	Qipengyuania citrea	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania
29449	Rhizobium etli	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
3031330	Rhodanobacter sp. AS-Z3	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter
37919	Rhodococcus opacus	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus
935199	Rhodococcus sp. p52	3	9.47923e-05	9.49769e-05	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus
2711231	Roseimicrobium sp. ORNL1	3	9.47923e-05	9.49769e-05	cellular organisms;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Roseimicrobium
3373610	Schlesneria sphaerica	3	9.47923e-05	9.49769e-05	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Schlesneria
137545	Serratia quinivorans	3	9.47923e-05	9.49769e-05	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia
466153	Singulisphaera acidiphila	3	9.47923e-05	9.49769e-05	cellular organisms;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Singulisphaera
187101	Sneathia vaginalis	3	9.47923e-05	9.49769e-05	cellular organisms;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia
