Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Saccharothrix sp.	1	2781735	2781735	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix
Salidesulfovibrio onnuriiensis	1	2583823	2583823	2	0.000063	0.000063	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Salidesulfovibrio
Salinimicrobium tongyeongense	1	2809707	2809707	2	0.000063	0.000063	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salinimicrobium
Salinisphaera sp.	1	3121288	3121288	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera
Sandaracinus amylolyticus	1	927083	927083	2	0.000063	0.000063	cellular organisms;Myxococcota;;Polyangiales;Sandaracinaceae;Sandaracinus
Serinicoccus marinus	1	247333	247333	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Serinicoccus
Shewanella khirikhana	1	1965282	1965282	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Sinomonas cyclohexanicum	1	322009	322009	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Sinomonas
Sinorhizobium meliloti	1	382	382	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium
Sinorhizobium terangae	1	110322	110322	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium
Snodgrassella alvi	1	1196083	1196083	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella
Sorangium cellulosum	1	56	56	2	0.000063	0.000063	cellular organisms;Myxococcota;;Polyangiales;Polyangiaceae;Sorangium
Sphingobacterium multivorum	1	28454	28454	2	0.000063	0.000063	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
Sphingobacterium siyangense	1	459529	459529	2	0.000063	0.000063	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
Sphingomonas alpina	1	653931	653931	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingosinicella sp.	1	1892855	1892855	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae;Sphingosinicella
Streptococcus ruminantium	1	1917441	1917441	2	0.000063	0.000063	cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
Streptomyces acidiscabies	1	42234	42234	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces albireticuli	1	1940	1940	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces albus	1	1888	1888	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces camelliae	1	3004093	3004093	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces leeuwenhoekii	1	1437453	1437453	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces niveus	1	193462	193462	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces okerensis	1	3344655	3344655	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces reniochalinae	1	2250578	2250578	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces tauricus	1	68274	68274	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces tubercidicus	1	47759	47759	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces yangpuensis	1	1648182	1648182	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Stutzerimonas kunmingensis	1	1211807	1211807	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas
Stutzerimonas urumqiensis	1	638269	638269	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas
Sulfitobacter alexandrii	1	1917485	1917485	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sulfitobacter
Sulfitobacter faviae	1	1775881	1775881	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sulfitobacter
Symmachiella dynata	1	2527995	2527995	2	0.000063	0.000063	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Symmachiella
Tahibacter sp.	1	3350178	3350178	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Tahibacter
Tardibacter chloracetimidivorans	1	1921510	1921510	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Tardibacter
Tellurirhabdus rosea	1	2674997	2674997	2	0.000063	0.000063	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Tellurirhabdus
Terriglobus saanensis	1	870903	870903	2	0.000063	0.000063	cellular organisms;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Terriglobus
Tessaracoccus lacteus	1	3041766	3041766	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Tessaracoccus
Thalassovita gelatinovora	1	53501	53501	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Thalassovita
Thermothielavioides terrestris	1	2587410	2587410	2	0.000063	0.000063	cellular organisms;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thermothielavioides
Tistrella mobilis	1	171437	171437	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Tistrella
Ustilaginoidea virens	1	1159556	1159556	2	0.000063	0.000063	cellular organisms;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Ustilaginoidea
Vaginella massiliensis	1	1816680	1816680	2	0.000063	0.000063	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Vaginella
Vandammella animalimorsus	1	2029117	2029117	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Vandammella
Variovorax boronicumulans	1	436515	436515	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax
Veillonella rogosae	1	423477	423477	2	0.000063	0.000063	cellular organisms;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella
Verrucomicrobium spinosum	1	2736	2736	2	0.000063	0.000063	cellular organisms;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium
Weeksella virosa	1	1014	1014	2	0.000063	0.000063	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksella
Xanthomonas campestris	1	339	339	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas
Xanthomonas cannabis	1	1885674	1885674	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas
Xanthomonas tesorieronis	1	3160839	3160839	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas
uncultured Alistipes	1	538949	538949	2	0.000063	0.000063	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Actinomycetospora sp.	2	3239891	3239891;3239893	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora
Asticcacaulis sp.	2	3157666	3157666;3059027	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis
Azoarcus sp.	2	2027405	2027405;356837	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus
Azospirillum sp.	2	3159496	3159496;652764	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum
Burkholderia sp.	2	3237372	3237372;1705310	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Curtobacterium sp.	2	2175667	2175667;3435230	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium
Dyella sp.	2	3075430	3075430;3458298	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella
Flagellimonas sp.	2	2058762	2058762;3410790	2	0.000063	0.000063	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flagellimonas
Gordonia sp.	2	337191	337191;875808	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia
Hyphococcus sp.	2	2038636	2038636;2989717	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Hyphococcus
Leclercia sp.	2	2898725	2898725;3138178	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia
Limnohabitans sp.	2	2986280	2986280;1751150	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans
Luteolibacter sp.	2	2819286	2819286;3230487	2	0.000063	0.000063	cellular organisms;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter
Neorhizobium sp.	2	3421958	3421958;2060726	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Neorhizobium
Paucibacter sp.	2	3228748	3228748;1768242	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles
Polynucleobacter sp.	2	2982615	2982615;1855619	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
Rhizobium sp.	2	2937885	2937885;2806346	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Ruegeria sp.	2	2587853	2587853;2966453	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Ruegeria
Schaalia sp.	2	2794089	2794089;2709403	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia
Streptosporangium sp.	2	3240071	3240071;2975949	2	0.000063	0.000063	cellular organisms;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Streptosporangium
Xanthomonas sp.	2	487557	487557;2724123	2	0.000063	0.000063	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas
Acanthopleuribacter pedis	1	442870	442870	1	0.000032	0.000032	cellular organisms;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter
Acetobacter ascendens	1	481146	481146	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
Achromobacter veterisilvae	1	2069367	2069367	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
Acidimicrobium ferrooxidans	1	53635	53635	1	0.000032	0.000032	cellular organisms;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidimicrobium
Acidipropionibacterium jensenii	1	1749	1749	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium
Acidisoma cladoniae	1	3040935	3040935	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acidocellaceae;Acidisoma
Acidithiobacillus ferrivorans	1	160808	160808	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus
Acidocella aluminiidurans	1	472056	472056	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acidocellaceae;Acidocella
Acinetobacter johnsonii	1	40214	40214	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Acinetobacter lanii	1	2715163	2715163	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Acinetobacter pittii	1	48296	48296	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Acinetobacter thermotolerans	1	3151487	3151487	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Actimicrobium sp.	1	3048606	3048606	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Actimicrobium
Actinacidiphila reveromycinica	1	659352	659352	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Actinacidiphila
Actinacidiphila sp.	1	3075199	3075199	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Actinacidiphila
Actinokineospora auranticolor	1	155976	155976	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinokineospora
Actinokineospora sp.	1	3464186	3464186	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinokineospora
Actinomadura graeca	1	2750812	2750812	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura
Actinomadura rugatobispora	1	1994	1994	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura
Actinomyces howellii	1	52771	52771	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces
Actinomyces massiliensis	1	461393	461393	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces
Actinomyces naeslundii	1	1655	1655	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces
Actinomyces qiguomingii	1	2057800	2057800	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces
Actinomyces sp.	1	2079536	2079536	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces
Actinomyces urogenitalis	1	103621	103621	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces
Actinoplanes friuliensis	1	196914	196914	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes
Actinoplanes ianthinogenes	1	122358	122358	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes
Actinoplanes siamensis	1	1223317	1223317	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes
Actinosynnema mirum	1	40567	40567	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema
Actinotignum schaalii	1	59505	59505	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinotignum
Acuticoccus sp.	1	3072793	3072793	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Amorphaceae;Acuticoccus
Adhaeretor mobilis	1	1930276	1930276	1	0.000032	0.000032	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Adhaeretor
Aeromicrobium duanguangcaii	1	2968086	2968086	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Aeromicrobium
Aeromicrobium erythreum	1	2041	2041	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Aeromicrobium
Aeromonas hydrophila	1	644	644	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
Aeromonas simiae	1	218936	218936	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
Aeromonas sp.	1	3115851	3115851	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
Aeropyrum pernix	1	56636	56636	1	0.000032	0.000032	cellular organisms;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Aeropyrum
Aestuariivirga sp.	1	2650926	2650926	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aestuariivirgaceae;Aestuariivirga
Affinirhizobium pseudoryzae	1	379684	379684	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Affinirhizobium
Afifella sp.	1	3388337	3388337	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Afifellaceae;Afifella
Afipia dichlorophenoxyacetatis	1	3116917	3116917	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Afipia
Agreia sp.	1	2773266	2773266	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agreia
Agrobacterium rosae	1	1972867	1972867	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium
Agrobacterium rubi	1	28099	28099	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium
Agrobacterium sp.	1	2945055	2945055	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium
Agrobacterium tumefaciens	1	358	358	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium
Agrococcus sp.	1	2070347	2070347	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus
Agromyces endophyticus	1	2932244	2932244	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces
Agromyces silvae	1	3388266	3388266	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces
Alcaligenes aquatilis	1	323284	323284	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes
