source	rank	name	fraction	f_weighted	bp_match	lineage
Bacteria/Archaea	superkingdom	Bacteria	8.823149e-01	0.8823149046233484	13645000	d__Bacteria
Bacteria/Archaea	phylum	Pseudomonadota	4.776592e-01	0.4776592305205313	7387000	d__Bacteria;p__Pseudomonadota
Bacteria/Archaea	phylum	Actinomycetota	1.533139e-01	0.15331393469123797	2371000	d__Bacteria;p__Actinomycetota
Bacteria/Archaea	phylum	Bacillota	1.462658e-01	0.14626576139670203	2262000	d__Bacteria;p__Bacillota
Bacteria/Archaea	phylum	Bacteroidota	5.321694e-02	0.05321694148076301	823000	d__Bacteria;p__Bacteroidota
Bacteria/Archaea	phylum	Bacteroidota_A	3.343033e-02	0.0334303265438086	517000	d__Bacteria;p__Bacteroidota_A
Bacteria/Archaea	phylum	Desulfobacterota	7.112835e-03	0.007112835434852894	110000	d__Bacteria;p__Desulfobacterota
Bacteria/Archaea	phylum	Deinococcota	7.048173e-03	0.00704817329453605	109000	d__Bacteria;p__Deinococcota
Bacteria/Archaea	phylum	Campylobacterota	2.521823e-03	0.002521823472356935	39000	d__Bacteria;p__Campylobacterota
Bacteria/Archaea	phylum	Planctomycetota	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Planctomycetota
Bacteria/Archaea	phylum	Desulfobacterota_I	3.233107e-04	0.0003233107015842224	5000	d__Bacteria;p__Desulfobacterota_I
Bacteria/Archaea	phylum	Chloroflexota	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Chloroflexota
Bacteria/Archaea	phylum	Gemmatimonadota	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Gemmatimonadota
Bacteria/Archaea	phylum	Verrucomicrobiota	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Verrucomicrobiota
Bacteria/Archaea	class	Gammaproteobacteria	3.611381e-01	0.3611380536695774	5585000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria
Bacteria/Archaea	class	Actinomycetes	1.507921e-01	0.1507921112188811	2332000	d__Bacteria;p__Actinomycetota;c__Actinomycetes
Bacteria/Archaea	class	Bacilli	1.174264e-01	0.1174264468153896	1816000	d__Bacteria;p__Bacillota;c__Bacilli
Bacteria/Archaea	class	Alphaproteobacteria	1.165212e-01	0.1165211768509538	1802000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria
Bacteria/Archaea	class	Bacteroidia	5.321694e-02	0.05321694148076301	823000	d__Bacteria;p__Bacteroidota;c__Bacteroidia
Bacteria/Archaea	class	Chlorobiia	3.343033e-02	0.0334303265438086	517000	d__Bacteria;p__Bacteroidota_A;c__Chlorobiia
Bacteria/Archaea	class	Clostridia	2.702877e-02	0.027028774652441002	418000	d__Bacteria;p__Bacillota;c__Clostridia
Bacteria/Archaea	class	Desulfuromonadia	7.112835e-03	0.007112835434852894	110000	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia
Bacteria/Archaea	class	Deinococci	7.048173e-03	0.00704817329453605	109000	d__Bacteria;p__Deinococcota;c__Deinococci
Bacteria/Archaea	class	Campylobacteria	2.521823e-03	0.002521823472356935	39000	d__Bacteria;p__Campylobacterota;c__Campylobacteria
Bacteria/Archaea	class	Coriobacteriia	2.392499e-03	0.002392499191723246	37000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia
Bacteria/Archaea	class	Negativicutes	1.810540e-03	0.0018105399288716457	28000	d__Bacteria;p__Bacillota;c__Negativicutes
Bacteria/Archaea	class	Planctomycetia	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Planctomycetota;c__Planctomycetia
Bacteria/Archaea	class	Desulfovibrionia	3.233107e-04	0.0003233107015842224	5000	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia
Bacteria/Archaea	class	Anaerolineae	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Chloroflexota;c__Anaerolineae
Bacteria/Archaea	class	Gemmatimonadetes	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes
Bacteria/Archaea	class	Nitriliruptoria	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Nitriliruptoria
Bacteria/Archaea	class	Kiritimatiellia	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia
Bacteria/Archaea	class	Thermoleophilia	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Thermoleophilia
Bacteria/Archaea	order	Burkholderiales	1.224701e-01	0.12247009376010352	1894000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales
Bacteria/Archaea	order	Lactobacillales	1.162625e-01	0.1162625282896864	1798000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales
Bacteria/Archaea	order	Pseudomonadales	9.893307e-02	0.09893307468477214	1530000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales
Bacteria/Archaea	order	Actinomycetales	9.117362e-02	0.09117361784675082	1410000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales
Bacteria/Archaea	order	Enterobacterales	6.834788e-02	0.0683478823149047	1057000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales
Bacteria/Archaea	order	Xanthomonadales	4.933721e-02	0.04933721306175232	763000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales
Bacteria/Archaea	order	Rhizobiales	4.694471e-02	0.04694471387002908	726000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales
Bacteria/Archaea	order	Rhodobacterales	3.679276e-02	0.03679275784028451	569000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales
Bacteria/Archaea	order	Mycobacteriales	3.472357e-02	0.034723569350145485	537000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales
Bacteria/Archaea	order	Chlorobiales	3.343033e-02	0.0334303265438086	517000	d__Bacteria;p__Bacteroidota_A;c__Chlorobiia;o__Chlorobiales
Bacteria/Archaea	order	Sphingomonadales	2.858067e-02	0.02858066602004527	442000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales
Bacteria/Archaea	order	Flavobacteriales	2.101520e-02	0.021015195602974462	325000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales
Bacteria/Archaea	order	Propionibacteriales	2.043324e-02	0.020433236340122864	316000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales
Bacteria/Archaea	order	Sphingobacteriales	2.017459e-02	0.02017458777885548	312000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales
Bacteria/Archaea	order	Oscillospirales	1.629486e-02	0.016294859359844812	252000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales
Bacteria/Archaea	order	Legionellales	1.131587e-02	0.011315874555447785	175000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales
Bacteria/Archaea	order	Lachnospirales	1.028128e-02	0.010281280310378274	159000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales
Bacteria/Archaea	order	Bacteroidales	9.311348e-03	0.009311348205625609	144000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales
Bacteria/Archaea	order	Geobacterales	7.112835e-03	0.007112835434852894	110000	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales
Bacteria/Archaea	order	Deinococcales	7.048173e-03	0.00704817329453605	109000	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales
Bacteria/Archaea	order	Acetobacterales	3.750404e-03	0.00375040413837698	58000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales
Bacteria/Archaea	order	DSM-5130	3.491756e-03	0.0034917555771096023	54000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-5130
Bacteria/Archaea	order	Immundisolibacterales	3.297769e-03	0.003297769156159069	51000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Immundisolibacterales
Bacteria/Archaea	order	Jiangellales	3.103783e-03	0.0031037827352085354	48000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jiangellales
Bacteria/Archaea	order	Cytophagales	2.715810e-03	0.0027158098933074684	42000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales
Bacteria/Archaea	order	Methylococcales	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales
Bacteria/Archaea	order	Campylobacterales	2.521823e-03	0.002521823472356935	39000	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales
Bacteria/Archaea	order	Coriobacteriales	2.392499e-03	0.002392499191723246	37000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales
Bacteria/Archaea	order	Isosphaerales	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales
Bacteria/Archaea	order	Bacillales_B	1.163919e-03	0.0011639185257032007	18000	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B
Bacteria/Archaea	order	Veillonellales	1.099256e-03	0.0010992563853863564	17000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales
Bacteria/Archaea	order	Streptomycetales	1.034594e-03	0.0010345942450695118	16000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales
Bacteria/Archaea	order	Acidiferrobacterales	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales
Bacteria/Archaea	order	Selenomonadales	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales
Bacteria/Archaea	order	Thiotrichales	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales
Bacteria/Archaea	order	Peptostreptococcales	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales
Bacteria/Archaea	order	Azospirillales	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales
Bacteria/Archaea	order	Desulfovibrionales	3.233107e-04	0.0003233107015842224	5000	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales
Bacteria/Archaea	order	Streptosporangiales	1.939864e-04	0.00019398642095053346	3000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales
Bacteria/Archaea	order	S36-B12	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12
Bacteria/Archaea	order	Parvibaculales	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales
Bacteria/Archaea	order	UBA9214	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214
Bacteria/Archaea	order	Anaerolineales	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales
Bacteria/Archaea	order	Longimicrobiales	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales
Bacteria/Archaea	order	Euzebyales	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales
Bacteria/Archaea	order	Kiritimatiellales	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__Kiritimatiellales
Bacteria/Archaea	order	Solirubrobacterales	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales
Bacteria/Archaea	family	Aerococcaceae	8.651794e-02	0.08651794374393793	1338000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae
Bacteria/Archaea	family	Pseudomonadaceae	7.727126e-02	0.07727125767862923	1195000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae
Bacteria/Archaea	family	Burkholderiaceae	7.028775e-02	0.07028774652441	1087000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
Bacteria/Archaea	family	Microbacteriaceae	4.228904e-02	0.04228903976721627	654000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae
Bacteria/Archaea	family	Enterobacteriaceae	4.047850e-02	0.04047849983834462	626000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae
Bacteria/Archaea	family	Rhodobacteraceae	3.679276e-02	0.03679275784028451	569000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
Bacteria/Archaea	family	Chlorobiaceae	3.343033e-02	0.0334303265438086	517000	d__Bacteria;p__Bacteroidota_A;c__Chlorobiia;o__Chlorobiales;f__Chlorobiaceae
Bacteria/Archaea	family	Xanthomonadaceae	3.045587e-02	0.030455868089233763	471000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
Bacteria/Archaea	family	Sphingomonadaceae	2.858067e-02	0.02858066602004527	442000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
Bacteria/Archaea	family	Mycobacteriaceae	2.748141e-02	0.02748140963465891	425000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae
Bacteria/Archaea	family	Cellulomonadaceae	2.702877e-02	0.027028774652440996	418000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae
Bacteria/Archaea	family	Rhizobiaceae	2.101520e-02	0.02101519560297446	325000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae
Bacteria/Archaea	family	Sphingobacteriaceae	2.017459e-02	0.02017458777885548	312000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae
Bacteria/Archaea	family	Rhodocyclaceae	2.004526e-02	0.02004526349822179	310000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae
Bacteria/Archaea	family	Rhodanobacteraceae	1.888134e-02	0.01888134497251859	292000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
Bacteria/Archaea	family	Nocardioidaceae	1.881668e-02	0.018816682832201753	291000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae
Bacteria/Archaea	family	Weeksellaceae	1.700614e-02	0.017006142903330104	263000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae
Bacteria/Archaea	family	Moraxellaceae	1.681216e-02	0.016812156482379572	260000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae
Bacteria/Archaea	family	Lactobacillaceae	1.280310e-02	0.012803103782735206	198000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae
Bacteria/Archaea	family	Aeromonadaceae	1.247979e-02	0.012479793081150988	193000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae
Bacteria/Archaea	family	Legionellaceae	1.131587e-02	0.011315874555447785	175000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae
Bacteria/Archaea	family	Xanthobacteraceae	1.105723e-02	0.011057225994180407	171000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae
Bacteria/Archaea	family	Lachnospiraceae	1.028128e-02	0.010281280310378274	159000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
Bacteria/Archaea	family	Oscillospiraceae	1.021662e-02	0.010216618170061429	158000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae
Bacteria/Archaea	family	Chromobacteriaceae	1.008729e-02	0.01008729388942774	156000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae
Bacteria/Archaea	family	Neisseriaceae	1.008729e-02	0.01008729388942774	156000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae
Bacteria/Archaea	family	Vibrionaceae	8.600065e-03	0.008600064662140318	133000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae
Bacteria/Archaea	family	Listeriaceae	8.406078e-03	0.008406078241189783	130000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae
Bacteria/Archaea	family	Pleomorphomonadaceae	7.888781e-03	0.007888781118655028	122000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae
Bacteria/Archaea	family	Streptococcaceae	7.242160e-03	0.007242159715486582	112000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae
Bacteria/Archaea	family	Geobacteraceae	7.112835e-03	0.007112835434852894	110000	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae
Bacteria/Archaea	family	Deinococcaceae	7.048173e-03	0.00704817329453605	109000	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae
Bacteria/Archaea	family	Beijerinckiaceae	6.983511e-03	0.0069835111542192055	108000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae
Bacteria/Archaea	family	Pasteurellaceae	6.724863e-03	0.0067248625929518255	104000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae
Bacteria/Archaea	family	Methylophilaceae	6.013579e-03	0.0060135790494665374	93000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae
Bacteria/Archaea	family	Dermabacteraceae	5.819593e-03	0.005819592628516004	90000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae
Bacteria/Archaea	family	Ruminococcaceae	5.431620e-03	0.005431619786614938	84000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae
Bacteria/Archaea	family	Bacteroidaceae	5.431620e-03	0.005431619786614937	84000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae
Bacteria/Archaea	family	Bifidobacteriaceae	5.366958e-03	0.005366957646298091	83000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae
Bacteria/Archaea	family	Antricoccaceae	4.655674e-03	0.004655674102812803	72000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Antricoccaceae
Bacteria/Archaea	family	Flavobacteriaceae	4.009053e-03	0.004009052699644358	62000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae
Bacteria/Archaea	family	Micrococcaceae	3.944391e-03	0.003944390559327514	61000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae
Bacteria/Archaea	family	Rikenellaceae	3.879728e-03	0.0038797284190106693	60000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae
Bacteria/Archaea	family	Halomonadaceae	3.750404e-03	0.00375040413837698	58000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae
Bacteria/Archaea	family	Acetobacteraceae	3.750404e-03	0.00375040413837698	58000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae
Bacteria/Archaea	family	Acidihalobacteraceae	3.491756e-03	0.0034917555771096023	54000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-5130;f__Acidihalobacteraceae
Bacteria/Archaea	family	Dermatophilaceae	3.427093e-03	0.003427093436792758	53000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae
Bacteria/Archaea	family	Immundisolibacteraceae	3.297769e-03	0.003297769156159069	51000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Immundisolibacterales;f__Immundisolibacteraceae
Bacteria/Archaea	family	Jiangellaceae	3.103783e-03	0.0031037827352085354	48000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jiangellales;f__Jiangellaceae
Bacteria/Archaea	family	Chitinimonadaceae	2.909796e-03	0.002909796314258002	45000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinimonadaceae
Bacteria/Archaea	family	Methylomonadaceae	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae
Bacteria/Archaea	family	Sulfuricellaceae	2.521823e-03	0.002521823472356935	39000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae
Bacteria/Archaea	family	Arcobacteraceae	2.521823e-03	0.002521823472356935	39000	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae
Bacteria/Archaea	family	Pseudonocardiaceae	2.392499e-03	0.002392499191723246	37000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae
Bacteria/Archaea	family	Spirosomataceae	2.327837e-03	0.0023278370514064014	36000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae
Bacteria/Archaea	family	Actinomycetaceae	2.263175e-03	0.0022631749110895573	35000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae
Bacteria/Archaea	family	Eggerthellaceae	1.875202e-03	0.00187520206918849	29000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae
Bacteria/Archaea	family	Propionibacteriaceae	1.616554e-03	0.001616553507921112	25000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae
Bacteria/Archaea	family	Isosphaeraceae	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae
Bacteria/Archaea	family	Bacillaceae_C	1.163919e-03	0.0011639185257032007	18000	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C
Bacteria/Archaea	family	Streptomycetaceae	1.034594e-03	0.0010345942450695118	16000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae
Bacteria/Archaea	family	Enterococcaceae	9.052700e-04	0.0009052699644358228	14000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae
Bacteria/Archaea	family	Sulfurifustaceae	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae
Bacteria/Archaea	family	Halieaceae	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae
Bacteria/Archaea	family	Selenomonadaceae	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae
Bacteria/Archaea	family	Beutenbergiaceae	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae
Bacteria/Archaea	family	Veillonellaceae	6.466214e-04	0.0006466214031684448	10000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae
Bacteria/Archaea	family	Acutalibacteraceae	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae
Bacteria/Archaea	family	Thiotrichaceae	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae
Bacteria/Archaea	family	Megasphaeraceae	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae
Bacteria/Archaea	family	Atopobiaceae	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae
Bacteria/Archaea	family	Peptostreptococcaceae	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae
Bacteria/Archaea	family	Cyclobacteriaceae	3.879728e-04	0.0003879728419010669	6000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae
Bacteria/Archaea	family	Carnobacteriaceae	3.879728e-04	0.0003879728419010669	6000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae
Bacteria/Archaea	family	Gallionellaceae	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae
Bacteria/Archaea	family	Azospirillaceae	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae
Bacteria/Archaea	family	Alcanivoracaceae	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae
Bacteria/Archaea	family	Desulfovibrionaceae	3.233107e-04	0.0003233107015842224	5000	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae
Bacteria/Archaea	family	Kineococcaceae	2.586486e-04	0.00025864856126737795	4000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineococcaceae
Bacteria/Archaea	family	Streptosporangiaceae	1.939864e-04	0.00019398642095053346	3000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae
Bacteria/Archaea	family	Thiobacillaceae	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae
Bacteria/Archaea	family	Micromonosporaceae	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae
Bacteria/Archaea	family	Parvibaculaceae	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae
