source	rank	name	fraction	f_weighted	bp_match	lineage
Bacteria/Archaea	species	Arenimonas sp036275555	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__Arenimonas sp036275555
Bacteria/Archaea	species	Pseudomonas_E sp900107395	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp900107395
Bacteria/Archaea	species	Blautia_A sp018919065	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp018919065
Bacteria/Archaea	species	Bacteroides intestinigallinarum	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinigallinarum
Bacteria/Archaea	species	Allosphingosinicella sp035316145	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__Allosphingosinicella sp035316145
Bacteria/Archaea	species	Comamonas_C sp021166775	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas_C;s__Comamonas_C sp021166775
Bacteria/Archaea	species	Crossiella equi	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Crossiella;s__Crossiella equi
Bacteria/Archaea	species	DATMKC01 sp035553555	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales;f__Egibacteraceae;g__DATMKC01;s__DATMKC01 sp035553555
Bacteria/Archaea	species	Pseudomonas_E fluorescens_B	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_B
Bacteria/Archaea	species	Tichowtungia sp029939835	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__Kiritimatiellales;f__Tichowtungiaceae;g__Tichowtungia;s__Tichowtungia sp029939835
Bacteria/Archaea	species	Denitratimonas sp026410415	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Denitratimonas;s__Denitratimonas sp026410415
Bacteria/Archaea	species	Gemmobacter_B ytuae	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter_B;s__Gemmobacter_B ytuae
Bacteria/Archaea	species	Pseudomonas_E frederiksbergensis_H	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E frederiksbergensis_H
Bacteria/Archaea	species	Palsa-744 sp035474295	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__Palsa-744 sp035474295
Bacteria/Archaea	species	SCGC-AG-212-J23 sp036506355	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp036506355
Bacteria/Archaea	species	Homoserinibacter sp023386365	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Homoserinibacter;s__Homoserinibacter sp023386365
Bacteria/Archaea	species	Oharaeibacter diazotrophicus	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__Oharaeibacter;s__Oharaeibacter diazotrophicus
Bacteria/Archaea	species	UBA10799 sp018003655	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__UBA10799;g__UBA10799;s__UBA10799 sp018003655
Bacteria/Archaea	species	Mf105b01 sp040221575	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Mf105b01;s__Mf105b01 sp040221575
Bacteria/Archaea	species	Mesorhizobium sp006442315	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp006442315
Bacteria/Archaea	species	Pseudomonas_E sp018826895	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp018826895
Bacteria/Archaea	species	Stenotrophomonas sp035634915	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas sp035634915
Bacteria/Archaea	species	Haemophilus_E paracuniculus	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_E;s__Haemophilus_E paracuniculus
Bacteria/Archaea	species	Leucobacter aridicollis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter aridicollis
Bacteria/Archaea	species	Murinocardiopsis flavida	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Murinocardiopsis;s__Murinocardiopsis flavida
Bacteria/Archaea	species	Variovorax sp013376045	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp013376045
Bacteria/Archaea	species	Streptococcus sanguinis_D	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_D
Bacteria/Archaea	species	Pseudomonas_E sp002277815	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002277815
Bacteria/Archaea	species	Streptomyces collinus_A	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces collinus_A
Bacteria/Archaea	species	Enterobacter oligotrophicus	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter oligotrophicus
Bacteria/Archaea	species	Aquabacterium sp002339015	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp002339015
Bacteria/Archaea	species	Denitratisoma oestradiolicum	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Denitratisoma;s__Denitratisoma oestradiolicum
Bacteria/Archaea	species	Klebsiella aerogenes	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella aerogenes
Bacteria/Archaea	species	Phytobacter diazotrophicus	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Phytobacter;s__Phytobacter diazotrophicus
Bacteria/Archaea	species	UBA7477 sp001940995	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA7477;s__UBA7477 sp001940995
Bacteria/Archaea	species	Rhodanobacter sp033345435	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter sp033345435
Bacteria/Archaea	species	Veillonella sp018381775	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp018381775
Bacteria/Archaea	species	Pseudomonas_E sp014851765	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp014851765
Bacteria/Archaea	species	Marnyiella aurantia	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Marnyiella;s__Marnyiella aurantia
Bacteria/Archaea	species	Gryllotalpicola koreensis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Gryllotalpicola;s__Gryllotalpicola koreensis
Bacteria/Archaea	species	Pseudomonas_E fluorescens	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens
Bacteria/Archaea	species	Occultella aeris	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae;g__Occultella;s__Occultella aeris
Bacteria/Archaea	species	Pigmentiphaga sp009360345	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pigmentiphaga;s__Pigmentiphaga sp009360345
Bacteria/Archaea	species	Demequina sp002090135	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Demequinaceae;g__Demequina;s__Demequina sp002090135
Bacteria/Archaea	species	Stutzerimonas chloritidismutans	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas chloritidismutans
Bacteria/Archaea	species	Bacteroides sp019412865	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp019412865
Bacteria/Archaea	species	Pantoea soli	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea soli
Bacteria/Archaea	species	Azonexus sp041378895	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp041378895
Bacteria/Archaea	species	Rodentibacter sp001999425	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp001999425
Bacteria/Archaea	species	Variovorax paradoxus_I	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax paradoxus_I
Bacteria/Archaea	species	Duganella vulcania_A	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__Duganella vulcania_A
Bacteria/Archaea	species	Idiomarina abyssalis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina abyssalis
Bacteria/Archaea	species	Bifidobacterium angulatum	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium angulatum
Bacteria/Archaea	species	Lonsdalea britannica_A	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lonsdalea;s__Lonsdalea britannica_A
Bacteria/Archaea	species	Dickeya dadantii	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya;s__Dickeya dadantii
Bacteria/Archaea	species	Dickeya solani	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya;s__Dickeya solani
Bacteria/Archaea	species	Streptococcus sp963536705	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp963536705
Bacteria/Archaea	species	Rothia sp015265375	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia sp015265375
Bacteria/Archaea	species	Pseudomonas_E chaetocerotis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E chaetocerotis
Bacteria/Archaea	species	Pseudomonas_E sp013386825	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp013386825
Bacteria/Archaea	species	Streptococcus suis_AA	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis_AA
Bacteria/Archaea	species	Cellulomonas marina	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas marina
Bacteria/Archaea	species	Stenotrophomonas maltophilia_AA	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_AA
Bacteria/Archaea	species	Bifidobacterium sp022739095	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp022739095
Bacteria/Archaea	species	Microbacterium colombiense	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium colombiense
Bacteria/Archaea	species	RCIZ01 sp019635775	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__RCIZ01;s__RCIZ01 sp019635775
Bacteria/Archaea	species	Pseudomonas_E mendocina_D	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E mendocina_D
Bacteria/Archaea	species	Microbacterium sp022761035	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp022761035
Bacteria/Archaea	species	Simplicispira sp041798325	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Simplicispira;s__Simplicispira sp041798325
Bacteria/Archaea	species	Enterococcus_D gallinarum	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D gallinarum
Bacteria/Archaea	species	Glutamicibacter arilaitensis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter arilaitensis
Bacteria/Archaea	species	Fodinicola feengrottensis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__HKI-0501;g__Fodinicola;s__Fodinicola feengrottensis
Bacteria/Archaea	species	Citrobacter gillenii	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter gillenii
Bacteria/Archaea	species	Aeromonas veronii_F	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas veronii_F
Bacteria/Archaea	species	Pseudothauera hydrothermalis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Pseudothauera;s__Pseudothauera hydrothermalis
Bacteria/Archaea	species	Rothia sp963544205	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia sp963544205
Bacteria/Archaea	species	Lactobacillus sp910589675	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675
Bacteria/Archaea	species	Aeromicrobium erythreum_A	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium erythreum_A
Bacteria/Archaea	species	Pseudomonas_E synxantha_A	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E synxantha_A
Bacteria/Archaea	species	Ligilactobacillus sp036846325	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus sp036846325
Bacteria/Archaea	species	Pseudomonas_E sp001297015	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001297015
Bacteria/Archaea	species	Xylanimonas sp009783295	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Xylanimonas;s__Xylanimonas sp009783295
Bacteria/Archaea	species	Pseudomonas_E asturiensis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E asturiensis
Bacteria/Archaea	species	Pseudomonas_E sp037994305	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp037994305
Bacteria/Archaea	species	Acinetobacter gyllenbergii	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter gyllenbergii
Bacteria/Archaea	species	Cellulomonas sp003755175	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas sp003755175
Bacteria/Archaea	species	CAG-272 sp900556615	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__CAG-272 sp900556615
Bacteria/Archaea	species	Paucibacter toxinivorans	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__Paucibacter toxinivorans
Bacteria/Archaea	species	Lactobacillus rodentium	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus rodentium
Bacteria/Archaea	species	Collinsella aerofaciens_AS	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_AS
Bacteria/Archaea	species	JAOEGB01 sp025420585	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__JAOEGB01;s__JAOEGB01 sp025420585
Bacteria/Archaea	species	Pseudomonas_E petrae	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E petrae
Bacteria/Archaea	species	Nocardioides oceani	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides oceani
Bacteria/Archaea	species	Pseudomonas_E sp023431055	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp023431055
Bacteria/Archaea	species	Streptococcus sanguinis_G	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_G
Bacteria/Archaea	species	Rothia mucilaginosa_G	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa_G
Bacteria/Archaea	species	Stutzerimonas stutzeri_AE	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri_AE
Bacteria/Archaea	species	Aeromonas taiwanensis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas taiwanensis
Bacteria/Archaea	species	Microbacterium sp023451265	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp023451265
Bacteria/Archaea	species	Pseudomonas_E petroselini	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E petroselini
Bacteria/Archaea	species	Aeromonas finlandensis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas finlandensis
Bacteria/Archaea	species	Simonsiella sp030525755	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Simonsiella;s__Simonsiella sp030525755
Bacteria/Archaea	species	Glutamicibacter sp003486025	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter sp003486025
Bacteria/Archaea	species	Chromobacterium sp003052555	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Chromobacterium;s__Chromobacterium sp003052555
Bacteria/Archaea	species	Microbacterium sp001513675	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001513675
Bacteria/Archaea	species	Mannheimia haemolytica_A	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__Mannheimia haemolytica_A
Bacteria/Archaea	species	Tepidicaulis sp002389665	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Tepidicaulis;s__Tepidicaulis sp002389665
Bacteria/Archaea	species	Stutzerimonas stutzeri_AH	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri_AH
Bacteria/Archaea	species	Nocardioides sp030862825	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp030862825
Bacteria/Archaea	species	Pseudomonas_E syringae_R	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae_R
